epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,45078,1.29185,2.29709,0.94547,1.44634,0.79722,0.92135,0.89953,0.59792,0.79095,0.9096,0.89075,0.49046,1.1429,1.96358,5.65847,1.32989,0.00124782,0.00124782,0.00124782
129,45427.4,1.2922,2.28029,0.93502,1.45434,0.79781,0.93176,0.89156,0.60508,0.79159,0.92453,0.88237,0.50326,1.08767,1.89768,6.93972,1.29578,0.00124452,0.00124452,0.00124452
130,45755,1.28435,2.27024,0.9066,1.44271,0.79168,0.924,0.88725,0.60043,0.79042,0.91877,0.88346,0.48813,1.11177,1.9399,6.09245,1.31079,0.00124121,0.00124121,0.00124121
131,46083.9,1.26219,2.22653,0.9054,1.40157,0.79897,0.91673,0.89586,0.5933,0.7896,0.90623,0.88279,0.49118,1.13018,1.96276,6.57472,1.33734,0.00123791,0.00123791,0.00123791
132,46435.1,1.35116,2.24631,0.95514,1.48756,0.80562,0.90355,0.9027,0.61374,0.80086,0.89793,0.89705,0.51049,1.07399,1.89355,6.35377,1.30073,0.00123461,0.00123461,0.00123461
133,46766.9,1.24639,2.2511,0.88657,1.41288,0.80783,0.91421,0.89596,0.59619,0.80367,0.90428,0.88701,0.50437,1.13185,1.94441,6.31124,1.32333,0.00123131,0.00123131,0.00123131
134,47110.3,1.28676,2.19311,0.90731,1.4544,0.80341,0.92562,0.8851,0.57854,0.79099,0.90845,0.8706,0.48142,1.15229,2.01242,5.88037,1.35303,0.00122801,0.00122801,0.00122801
135,47417.3,1.23907,2.29424,0.89308,1.42013,0.80348,0.93517,0.89596,0.60139,0.80313,0.9357,0.89454,0.50642,1.08181,1.8739,6.65318,1.29949,0.00122471,0.00122471,0.00122471
136,47764.9,1.24638,2.24468,0.8861,1.42486,0.81728,0.92038,0.90085,0.6244,0.81682,0.91963,0.8993,0.52062,1.05155,1.82618,5.53533,1.26907,0.00122141,0.00122141,0.00122141
137,48137.2,1.25235,2.22155,0.89563,1.41193,0.79552,0.78252,0.83661,0.54212,0.787,0.77083,0.8146,0.43249,1.21661,2.21414,4.35501,1.39501,0.00121811,0.00121811,0.00121811
138,48454.1,1.28998,2.21581,0.87011,1.44962,0.79146,0.92995,0.89594,0.61465,0.80455,0.89869,0.89347,0.50386,1.0636,1.87428,6.53265,1.26649,0.00121481,0.00121481,0.00121481
139,48807.3,1.28209,2.24466,0.90138,1.43775,0.78312,0.86673,0.87119,0.5928,0.77983,0.86271,0.86436,0.48676,1.10288,1.96175,5.65647,1.30261,0.00121151,0.00121151,0.00121151
140,49126.5,1.22792,2.16112,0.8914,1.41332,0.81518,0.9417,0.90743,0.61506,0.81347,0.93645,0.90171,0.50887,1.12025,1.88705,5.71632,1.32103,0.00120821,0.00120821,0.00120821
141,49539.1,1.25055,2.21869,0.87553,1.41295,0.80264,0.94245,0.89573,0.60379,0.79624,0.9336,0.88732,0.51308,1.08847,1.87884,5.86878,1.30413,0.00120491,0.00120491,0.00120491
142,49882,1.24756,2.20923,0.88987,1.41511,0.80371,0.90888,0.90342,0.61679,0.7999,0.90486,0.89712,0.52324,1.13442,1.89475,4.76555,1.32692,0.00120161,0.00120161,0.00120161
143,50278,1.21181,2.22719,0.86559,1.38664,0.80657,0.92036,0.90251,0.61601,0.80062,0.91312,0.89278,0.50503,1.09084,1.91611,5.80742,1.30302,0.00119831,0.00119831,0.00119831
144,50598.4,1.20672,2.23155,0.8692,1.39921,0.79317,0.92959,0.89423,0.61017,0.78832,0.92236,0.88563,0.50104,1.0668,1.92235,3.98695,1.30093,0.00119501,0.00119501,0.00119501
145,50953.6,1.25312,2.22814,0.88021,1.42231,0.82851,0.93029,0.92175,0.63332,0.82626,0.92466,0.91886,0.53628,1.04637,1.81954,6.53251,1.25397,0.0011917,0.0011917,0.0011917
146,51337.5,1.21786,2.13593,0.85239,1.3989,0.81031,0.93676,0.911,0.6284,0.80677,0.93441,0.90904,0.52755,1.07729,1.84189,5.97968,1.26907,0.0011884,0.0011884,0.0011884
147,51670,1.20634,2.16968,0.83883,1.39545,0.79922,0.93921,0.90027,0.6103,0.79577,0.93519,0.89393,0.52106,1.09787,1.83554,6.01719,1.30696,0.0011851,0.0011851,0.0011851
148,51996.5,1.23053,2.15373,0.85373,1.40792,0.84987,0.89692,0.90854,0.62948,0.84502,0.89294,0.90366,0.5275,1.03944,1.83634,6.48905,1.26271,0.0011818,0.0011818,0.0011818
149,52369.4,1.19688,2.14892,0.8319,1.36788,0.81425,0.94351,0.91461,0.64879,0.80707,0.94207,0.9107,0.54672,1.01128,1.81213,5.97687,1.23966,0.0011785,0.0011785,0.0011785
150,52762.3,1.20681,2.1033,0.88847,1.38534,0.83937,0.92676,0.91451,0.64862,0.83424,0.9206,0.90945,0.54085,1.01856,1.81142,6.50324,1.23512,0.0011752,0.0011752,0.0011752
151,53069,1.19264,2.14926,0.83573,1.39032,0.81829,0.9214,0.9047,0.6424,0.81397,0.91657,0.89853,0.53507,1.02647,1.79595,6.49601,1.2437,0.0011719,0.0011719,0.0011719
152,53408.8,1.22176,2.16899,0.87156,1.39493,0.78297,0.86882,0.87027,0.57628,0.77781,0.86083,0.86062,0.4929,1.1699,1.99296,3.9369,1.36323,0.0011686,0.0011686,0.0011686
153,53757.2,1.19896,2.1002,1.08532,1.36011,0.78944,0.8731,0.87887,0.60271,0.79133,0.85399,0.86896,0.49295,1.09501,2.00424,4.25621,1.30175,0.0011653,0.0011653,0.0011653
154,54117.4,1.21515,2.15023,0.83086,1.39524,0.81312,0.94415,0.90609,0.63298,0.80843,0.93763,0.89703,0.53822,1.05276,1.87184,5.74861,1.26851,0.001162,0.001162,0.001162
155,54463.8,1.16878,2.17444,0.84934,1.35654,0.82696,0.92886,0.9058,0.64663,0.82834,0.92381,0.90295,0.5453,0.96666,1.76491,6.98667,1.20072,0.0011587,0.0011587,0.0011587
156,54813.8,1.19251,2.15977,0.85456,1.37356,0.81433,0.94653,0.92274,0.6509,0.81291,0.95161,0.92272,0.55948,1.00309,1.77126,5.20741,1.22415,0.0011554,0.0011554,0.0011554
157,55137.9,1.2056,2.13225,0.8813,1.39264,0.78363,0.8819,0.88338,0.59497,0.78224,0.88029,0.8809,0.48688,1.13052,1.99128,4.54287,1.3372,0.0011521,0.0011521,0.0011521
158,55497.9,1.20937,2.13238,0.82361,1.38948,0.83212,0.94965,0.92698,0.66476,0.82664,0.94282,0.92187,0.55399,0.9691,1.76667,5.67853,1.21192,0.0011488,0.0011488,0.0011488
159,55862.5,1.19295,2.15989,0.87087,1.38193,0.86415,0.92683,0.92869,0.65536,0.86163,0.9214,0.92542,0.55184,0.98594,1.77777,6.75659,1.21506,0.0011455,0.0011455,0.0011455
160,56215.1,1.16928,2.14202,0.80794,1.34876,0.83563,0.93913,0.91739,0.66223,0.84259,0.92645,0.9132,0.54714,0.94803,1.77133,6.59221,1.19279,0.0011422,0.0011422,0.0011422
161,56629.1,1.16627,2.12204,0.80582,1.36125,0.81037,0.93313,0.91443,0.64687,0.8032,0.92884,0.90889,0.53362,1.02072,1.84824,5.51321,1.23718,0.00113889,0.00113889,0.00113889
162,56963.3,1.1571,2.1051,0.81481,1.36064,0.81987,0.88348,0.89964,0.63563,0.81912,0.88268,0.89669,0.53369,1.01066,1.82191,5.40435,1.2407,0.00113559,0.00113559,0.00113559
163,57327.5,1.16277,2.14549,0.79577,1.37515,0.82739,0.91396,0.92123,0.64912,0.82269,0.90625,0.91531,0.55798,1.03503,1.79032,5.22312,1.26302,0.00113229,0.00113229,0.00113229
164,57643,1.15431,2.04376,0.82795,1.34578,0.83512,0.93431,0.9263,0.66406,0.83933,0.92326,0.92537,0.56153,0.97511,1.70599,6.31457,1.2087,0.00112899,0.00112899,0.00112899
165,57987.9,1.15144,2.10801,0.81269,1.36402,0.83271,0.94939,0.92839,0.65669,0.8306,0.94569,0.92456,0.55288,0.97415,1.788,5.21751,1.21166,0.00112569,0.00112569,0.00112569
166,58359.5,1.16645,2.16899,0.84353,1.37947,0.82065,0.91014,0.90423,0.62388,0.81883,0.90612,0.89851,0.52473,1.09768,1.87059,5.34167,1.29742,0.00112239,0.00112239,0.00112239
167,58772.5,1.14364,2.10262,0.81213,1.34479,0.83398,0.94222,0.92595,0.66716,0.84093,0.93106,0.92385,0.55989,0.97426,1.76742,6.14998,1.21677,0.00111909,0.00111909,0.00111909
168,59130.5,1.14153,2.12403,0.76656,1.33087,0.85303,0.9035,0.92096,0.664,0.85155,0.90189,0.91885,0.55879,0.95506,1.73826,6.74854,1.19994,0.00111579,0.00111579,0.00111579
169,59462.9,1.18488,2.12678,0.8202,1.3907,0.81633,0.93246,0.9126,0.63957,0.8117,0.9239,0.90624,0.53132,1.04307,1.90682,4.60228,1.26848,0.00111249,0.00111249,0.00111249
170,59824.7,1.16684,2.097,0.82623,1.34771,0.84448,0.93049,0.9263,0.67517,0.8419,0.92648,0.92481,0.57208,0.9617,1.72845,5.78736,1.19278,0.00110919,0.00110919,0.00110919
171,60196.5,1.15118,2.09232,0.80222,1.352,0.8674,0.93607,0.94408,0.69338,0.86391,0.93313,0.94128,0.5875,0.95126,1.69082,5.48798,1.19227,0.00110589,0.00110589,0.00110589
172,60531.5,1.15918,2.09426,0.82624,1.34769,0.74533,0.76589,0.80205,0.50489,0.73509,0.74734,0.78907,0.42441,1.27107,2.05071,4.39491,1.44693,0.00110259,0.00110259,0.00110259
173,60880.5,1.15507,2.08818,0.80418,1.33744,0.83428,0.94813,0.93096,0.67518,0.8328,0.94469,0.92882,0.57127,0.96114,1.72817,5.72643,1.20648,0.00109929,0.00109929,0.00109929
174,61257.4,1.1686,2.09878,0.83643,1.35435,0.82406,0.93001,0.92735,0.64305,0.82048,0.91408,0.91827,0.53264,1.05845,1.89461,4.57527,1.25938,0.00109599,0.00109599,0.00109599
175,61633.9,1.15761,2.11444,0.83149,1.35196,0.83422,0.94593,0.92851,0.67709,0.83197,0.94352,0.92685,0.57706,0.96561,1.7313,4.44739,1.2057,0.00109269,0.00109269,0.00109269
176,61966.5,1.13718,2.07474,0.81043,1.31883,0.83426,0.89884,0.92109,0.65064,0.83108,0.89525,0.91506,0.55748,1.01629,1.8072,5.13705,1.23492,0.00108938,0.00108938,0.00108938
177,62335.2,1.11624,2.01638,0.78864,1.32338,0.86786,0.93955,0.94121,0.69177,0.86843,0.93955,0.94078,0.59173,0.95235,1.67351,5.26902,1.18763,0.00108608,0.00108608,0.00108608
178,62691,1.13864,2.06617,0.80202,1.32925,0.88395,0.92311,0.9416,0.70358,0.88319,0.92231,0.94135,0.59619,0.89537,1.66603,5.80896,1.15807,0.00108278,0.00108278,0.00108278
179,63083.2,1.08025,1.97261,0.76042,1.29153,0.86063,0.93225,0.94191,0.67948,0.86115,0.92772,0.93913,0.58252,0.95759,1.71621,4.51158,1.19717,0.00107948,0.00107948,0.00107948
180,63412.9,1.13968,2.08093,0.80372,1.35175,0.89212,0.93358,0.94314,0.70283,0.88928,0.9286,0.94061,0.59144,0.90722,1.66472,5.86852,1.15829,0.00107618,0.00107618,0.00107618
181,63807.5,1.11642,2.03265,0.79949,1.31701,0.85125,0.94433,0.93353,0.66672,0.84615,0.93865,0.92968,0.57619,1.01213,1.71174,4.80532,1.22426,0.00107288,0.00107288,0.00107288
182,64165.9,1.10818,2.01059,0.79064,1.31651,0.83488,0.96131,0.94151,0.71367,0.83265,0.9589,0.94128,0.60288,0.86927,1.62674,5.43862,1.1297,0.00106958,0.00106958,0.00106958
183,64546.9,1.12743,2.03923,0.79863,1.32407,0.87875,0.94196,0.95013,0.70361,0.88219,0.94523,0.9523,0.59542,0.91197,1.64069,6.08957,1.16198,0.00106628,0.00106628,0.00106628
184,64890.2,1.10803,2.02412,0.79277,1.29218,0.87239,0.95169,0.94082,0.68838,0.86967,0.94706,0.93747,0.57864,0.94828,1.68527,5.76435,1.18121,0.00106298,0.00106298,0.00106298
185,65220.1,1.12606,2.05139,0.76583,1.30825,0.86225,0.95629,0.94093,0.69548,0.85753,0.94738,0.93649,0.58706,0.93544,1.67782,6.42768,1.17148,0.00105968,0.00105968,0.00105968
186,65542.1,1.1407,2.0899,0.78108,1.34833,0.8758,0.96833,0.94748,0.71846,0.87203,0.96426,0.94478,0.61858,0.8652,1.60913,5.82794,1.12463,0.00105638,0.00105638,0.00105638
187,65883.2,1.13097,2.06214,0.79009,1.32712,0.87396,0.95293,0.94721,0.70668,0.87375,0.9494,0.9468,0.61392,0.89988,1.63885,5.43739,1.15554,0.00105308,0.00105308,0.00105308
188,66223.4,1.15446,2.02829,0.82634,1.37185,0.86818,0.96307,0.93702,0.70844,0.86725,0.96049,0.93672,0.59243,0.90343,1.66973,5.79359,1.15325,0.00104978,0.00104978,0.00104978
189,66607,1.13378,2.0616,0.79654,1.31749,0.88625,0.96305,0.94656,0.7253,0.88332,0.95984,0.94416,0.61334,0.84581,1.579,5.95821,1.11447,0.00104648,0.00104648,0.00104648
190,66931.3,1.04567,1.97856,0.7441,1.28304,0.85261,0.96437,0.949,0.71145,0.87664,0.93659,0.94767,0.59731,0.90681,1.64338,7.09454,1.14949,0.00104318,0.00104318,0.00104318
191,67226.9,1.07863,2.00556,0.75641,1.27953,0.85887,0.90939,0.93084,0.66958,0.85531,0.90698,0.92437,0.56226,0.99924,1.79073,4.8681,1.2211,0.00103987,0.00103987,0.00103987
192,67559.1,1.10233,1.97912,0.77702,1.29222,0.86566,0.92798,0.94167,0.68954,0.86857,0.90853,0.93303,0.59473,1.00316,1.74672,4.48679,1.21477,0.00103657,0.00103657,0.00103657
193,67946.7,1.08899,2.00263,0.76913,1.31348,0.86427,0.96491,0.94575,0.71281,0.86205,0.96224,0.94564,0.60671,0.87746,1.65527,5.38387,1.13177,0.00103327,0.00103327,0.00103327
194,68292.6,1.06953,1.97984,0.74086,1.29321,0.88287,0.92928,0.93946,0.68999,0.88137,0.92767,0.93842,0.59939,0.9477,1.65941,5.14717,1.17972,0.00102997,0.00102997,0.00102997
195,68672.4,1.08197,2.02157,0.7364,1.31481,0.88081,0.95451,0.94852,0.72133,0.87626,0.94964,0.94768,0.61224,0.87316,1.60563,5.8215,1.12534,0.00102667,0.00102667,0.00102667
196,69017.3,1.10274,2.01721,0.77171,1.31524,0.89575,0.95031,0.95939,0.73927,0.89176,0.94798,0.95778,0.63464,0.81896,1.56221,5.46452,1.0999,0.00102337,0.00102337,0.00102337
197,69378.5,1.0949,1.95772,0.75194,1.307,0.87825,0.95665,0.95357,0.70945,0.87594,0.95322,0.95223,0.60278,0.93714,1.7114,5.46841,1.18169,0.00102007,0.00102007,0.00102007
198,69727.9,1.0896,1.97238,0.74804,1.3065,0.87557,0.97653,0.95209,0.73253,0.87823,0.97475,0.95211,0.62327,0.85527,1.58772,4.78166,1.13206,0.00101677,0.00101677,0.00101677
199,70077.6,1.06014,1.98518,0.76628,1.27571,0.84639,0.92542,0.92988,0.65998,0.83192,0.93086,0.92266,0.56039,1.03693,1.81225,3.87289,1.26297,0.00101347,0.00101347,0.00101347
200,70451.5,1.08463,1.9279,0.72577,1.28904,0.84373,0.93586,0.93327,0.6819,0.8414,0.93265,0.93047,0.59387,0.97525,1.72989,3.80022,1.20613,0.00101017,0.00101017,0.00101017
201,70765.8,1.06795,1.97659,0.76646,1.25701,0.89223,0.95885,0.96471,0.7352,0.89192,0.9551,0.9645,0.64119,0.83262,1.55125,4.89202,1.09994,0.00100687,0.00100687,0.00100687
202,71118,1.07492,1.98195,0.74172,1.29426,0.91586,0.95209,0.96195,0.74494,0.91639,0.95176,0.96188,0.63052,0.80319,1.54821,5.70234,1.08175,0.00100357,0.00100357,0.00100357
203,71478.4,1.08409,1.99101,0.76091,1.28896,0.89507,0.94465,0.95884,0.74096,0.89316,0.94224,0.95845,0.62731,0.82539,1.59026,4.8274,1.09565,0.00100027,0.00100027,0.00100027
204,71798.4,1.04676,1.96612,0.75105,1.27491,0.91079,0.95095,0.96507,0.74621,0.91079,0.95095,0.96523,0.63359,0.82192,1.56033,5.11034,1.09791,0.000996966,0.000996966,0.000996966
205,72165.6,1.06174,1.99327,0.77676,1.28227,0.87214,0.92507,0.93821,0.69664,0.86946,0.92124,0.9354,0.59445,0.93276,1.67353,4.40424,1.17529,0.000993665,0.000993665,0.000993665
206,72525.3,1.06733,2.0021,0.79275,1.29855,0.91142,0.96493,0.9622,0.73174,0.91054,0.96253,0.96184,0.62628,0.82711,1.55192,5.36067,1.09643,0.000990365,0.000990365,0.000990365
207,72831.3,1.04586,1.91595,0.73376,1.27407,0.86465,0.88917,0.93379,0.69355,0.86284,0.88655,0.93122,0.59151,0.94308,1.68014,5.4217,1.18032,0.000987064,0.000987064,0.000987064
208,73185.4,1.00537,1.91313,0.69257,1.24776,0.80578,0.83481,0.8962,0.65832,0.80375,0.8324,0.89047,0.55653,0.96616,1.79424,5.64339,1.21087,0.000983763,0.000983763,0.000983763
209,73510.5,1.05403,1.93179,0.71961,1.26963,0.91277,0.95785,0.96152,0.74946,0.91227,0.95657,0.9614,0.64161,0.796,1.51242,5.07807,1.08099,0.000980463,0.000980463,0.000980463
210,73870.9,1.06421,1.94237,0.72852,1.27221,0.89266,0.96597,0.95443,0.74254,0.89192,0.96516,0.95393,0.63031,0.81867,1.52109,5.14944,1.09103,0.000977162,0.000977162,0.000977162
211,74177.3,1.06346,1.93017,0.73706,1.275,0.89799,0.94447,0.95466,0.73155,0.89653,0.94287,0.95375,0.62181,0.86893,1.6091,5.72061,1.12228,0.000973861,0.000973861,0.000973861
212,74548.3,1.04796,1.91443,0.73023,1.26854,0.87926,0.9394,0.95159,0.72,0.87634,0.93619,0.94783,0.61042,0.88314,1.62327,4.65255,1.13527,0.000970561,0.000970561,0.000970561
213,74873.7,1.04598,1.96301,0.70392,1.26855,0.80364,0.88501,0.91159,0.68228,0.79936,0.87987,0.90386,0.57147,0.94836,1.8145,3.83231,1.18431,0.00096726,0.00096726,0.00096726
214,75289,1.05547,1.91944,0.7033,1.28351,0.90085,0.969,0.97048,0.75671,0.90042,0.96811,0.97037,0.65713,0.81282,1.49979,5.26078,1.08973,0.000963959,0.000963959,0.000963959
215,75656.8,1.05487,1.94593,0.71559,1.26375,0.86882,0.90838,0.94213,0.69944,0.8654,0.90436,0.93773,0.59515,0.91482,1.7078,3.75171,1.16776,0.000960659,0.000960659,0.000960659
216,76022.5,1.03536,1.93532,0.71645,1.25348,0.91005,0.96037,0.96947,0.75497,0.90858,0.95877,0.96889,0.65434,0.782,1.50358,4.89,1.05942,0.000957358,0.000957358,0.000957358
217,76389.8,1.0221,1.90464,0.69124,1.24015,0.91443,0.96215,0.97081,0.7526,0.91263,0.95648,0.97049,0.6466,0.80465,1.50911,4.96254,1.07824,0.000954057,0.000954057,0.000954057
218,76720.3,1.0181,1.90301,0.70239,1.25043,0.91358,0.96691,0.9684,0.76556,0.91358,0.96691,0.9684,0.65388,0.77428,1.483,5.15789,1.06628,0.000950757,0.000950757,0.000950757
219,77074.7,1.03473,1.90594,0.69647,1.25882,0.91893,0.9768,0.96201,0.7555,0.91893,0.9768,0.96201,0.64599,0.78515,1.48194,4.51504,1.06425,0.000947456,0.000947456,0.000947456
220,77461.9,1.03676,1.90698,0.69974,1.26123,0.91995,0.96954,0.96772,0.75701,0.9205,0.96914,0.96767,0.64866,0.79581,1.48547,4.56807,1.06888,0.000944155,0.000944155,0.000944155
221,77829,1.02997,1.92728,0.72924,1.25241,0.92891,0.9679,0.97123,0.76824,0.92891,0.9679,0.97123,0.66197,0.77892,1.45802,5.05858,1.06151,0.000940855,0.000940855,0.000940855
222,78196.3,1.01822,1.91332,0.69682,1.24872,0.91907,0.96587,0.96537,0.76244,0.91815,0.96754,0.96659,0.65371,0.78052,1.4802,5.43279,1.06409,0.000937554,0.000937554,0.000937554
223,78553.9,1.02268,1.85902,0.69183,1.24131,0.92033,0.9644,0.97072,0.77337,0.92033,0.9644,0.97072,0.65748,0.76287,1.46082,4.62949,1.05388,0.000934253,0.000934253,0.000934253
224,78943.7,1.04315,1.91091,0.69585,1.26964,0.93111,0.95418,0.97168,0.76605,0.92963,0.95257,0.97137,0.65858,0.76091,1.46526,5.08994,1.05106,0.000930953,0.000930953,0.000930953
225,79355.6,1.02438,1.92041,0.71467,1.24986,0.92702,0.97976,0.97384,0.77139,0.92702,0.97976,0.97384,0.66891,0.78345,1.4833,4.46814,1.06733,0.000927652,0.000927652,0.000927652
226,79701.5,0.98596,1.85415,0.6726,1.21106,0.87719,0.93752,0.95138,0.7256,0.88305,0.92703,0.95236,0.63082,0.87976,1.62965,3.64607,1.12997,0.000924352,0.000924352,0.000924352
227,80094.7,1.00373,1.8561,0.69479,1.22856,0.9159,0.96963,0.97294,0.77024,0.91924,0.9712,0.97409,0.66383,0.7524,1.45544,4.87331,1.04704,0.000921051,0.000921051,0.000921051
228,80477.2,0.97738,1.88354,0.67285,1.21905,0.87987,0.93216,0.95559,0.70594,0.87948,0.93235,0.95223,0.61602,0.96099,1.6751,4.48961,1.18616,0.00091775,0.00091775,0.00091775
229,80887.7,1.02075,1.91067,0.70824,1.2485,0.90238,0.95591,0.96724,0.74621,0.90166,0.9551,0.96736,0.64566,0.8614,1.56322,4.73645,1.12523,0.00091445,0.00091445,0.00091445
230,81263,0.98588,1.83827,0.67099,1.2136,0.93006,0.97133,0.97734,0.77791,0.93006,0.97133,0.97734,0.67479,0.74205,1.42515,4.92392,1.03944,0.000911149,0.000911149,0.000911149
231,81625.7,0.99888,1.86113,0.68125,1.23008,0.9223,0.97322,0.96772,0.7723,0.9223,0.97573,0.96798,0.6618,0.74242,1.45312,4.28586,1.03945,0.000907848,0.000907848,0.000907848
232,81938.4,0.98345,1.88033,0.68517,1.22525,0.92053,0.96753,0.97545,0.78652,0.91742,0.96765,0.97555,0.68884,0.73522,1.41615,4.15985,1.03007,0.000904548,0.000904548,0.000904548
233,82292.6,0.99531,1.85203,0.6922,1.21962,0.85723,0.9394,0.94104,0.68538,0.86003,0.94127,0.93932,0.58992,0.97896,1.6637,4.00256,1.19556,0.000901247,0.000901247,0.000901247
234,82620.1,1.00111,1.87352,0.67878,1.24114,0.92689,0.97889,0.97601,0.79517,0.92922,0.98221,0.97618,0.68269,0.72253,1.40305,5.02799,1.02189,0.000897946,0.000897946,0.000897946
235,82970.1,0.96316,1.84671,0.66737,1.20218,0.9265,0.97407,0.97838,0.7878,0.92576,0.97326,0.97829,0.68086,0.72983,1.43033,5.38386,1.02484,0.000894646,0.000894646,0.000894646
236,83346.2,0.99518,1.87126,0.68178,1.23297,0.90471,0.98394,0.97971,0.78476,0.90399,0.98313,0.97955,0.68026,0.74053,1.43444,3.69546,1.0289,0.000891345,0.000891345,0.000891345
237,83723.7,0.97225,1.79566,0.65594,1.21277,0.93347,0.94674,0.97644,0.79155,0.9315,0.94593,0.9759,0.67488,0.74955,1.46989,3.37353,1.04353,0.000888044,0.000888044,0.000888044
238,84041.4,0.96748,1.77349,0.8855,1.17259,0.8569,0.90254,0.93992,0.70314,0.85726,0.90259,0.93574,0.60493,0.92402,1.70061,4.21185,1.15506,0.000884744,0.000884744,0.000884744
239,84455.5,0.9915,1.88215,0.67577,1.21043,0.91138,0.96917,0.97628,0.78726,0.91067,0.96823,0.97621,0.68711,0.72514,1.41687,4.13855,1.0178,0.000881443,0.000881443,0.000881443
240,84809.1,0.98318,1.8208,0.67427,1.20749,0.90932,0.96988,0.9713,0.75455,0.91005,0.97069,0.97147,0.64555,0.82566,1.52814,4.05069,1.09171,0.000878142,0.000878142,0.000878142
241,85210.4,0.9938,1.83444,0.67469,1.20535,0.91617,0.98125,0.98054,0.79009,0.91759,0.97332,0.98054,0.68507,0.72629,1.40147,2.81054,1.02707,0.000874842,0.000874842,0.000874842
242,85525.8,0.93694,1.80247,0.63857,1.18131,0.9358,0.97814,0.98069,0.80077,0.9358,0.97814,0.98069,0.6871,0.70528,1.3902,3.69151,1.00737,0.000871541,0.000871541,0.000871541
243,85875.1,0.9576,1.79936,0.6387,1.19946,0.9267,0.97594,0.97835,0.79739,0.9267,0.97594,0.97835,0.68843,0.73047,1.40767,4.98218,1.02193,0.00086824,0.00086824,0.00086824
244,86244.7,0.97199,1.85073,0.66625,1.20755,0.89269,0.98738,0.9695,0.77776,0.89282,0.98853,0.96955,0.66941,0.7622,1.46074,4.3416,1.04684,0.00086494,0.00086494,0.00086494
245,86592.2,0.97,1.82268,0.65026,1.19818,0.93796,0.97085,0.97396,0.79298,0.93796,0.97085,0.97396,0.67897,0.7281,1.39443,4.55157,1.01918,0.000861639,0.000861639,0.000861639
246,86901.7,0.94456,1.82229,0.66127,1.20181,0.93992,0.97739,0.97747,0.79536,0.93992,0.97739,0.97747,0.68789,0.73427,1.401,4.07914,1.02528,0.000858338,0.000858338,0.000858338
247,87230.8,0.9495,1.8356,0.66367,1.18724,0.92166,0.98585,0.9829,0.80003,0.92166,0.98585,0.9829,0.70745,0.70864,1.38547,3.58679,1.01298,0.000855038,0.000855038,0.000855038
248,87561.6,0.95321,1.7959,0.6371,1.20124,0.94013,0.98763,0.98155,0.79791,0.93939,0.98683,0.98057,0.6995,0.69556,1.36822,4.01131,1.00333,0.000851737,0.000851737,0.000851737
249,87967.2,0.92064,1.80339,0.64711,1.17474,0.9198,0.98299,0.97695,0.78768,0.91909,0.98219,0.97647,0.69702,0.70796,1.39977,4.24616,1.01537,0.000848436,0.000848436,0.000848436
250,88318.5,0.95796,1.79302,0.64975,1.19278,0.93121,0.97958,0.97616,0.79729,0.93046,0.97877,0.9759,0.69104,0.72217,1.41793,3.12791,1.02987,0.000845136,0.000845136,0.000845136
251,88743.4,1.00307,1.82131,0.69692,1.26466,0.93908,0.96027,0.97886,0.80917,0.93908,0.96027,0.97886,0.69743,0.68886,1.38337,2.94065,1.00571,0.000841835,0.000841835,0.000841835
252,89141.9,0.96646,1.80318,0.66725,1.20279,0.93443,0.98618,0.98218,0.81662,0.93443,0.98618,0.9821,0.69882,0.66449,1.36105,3.31892,0.98592,0.000838534,0.000838534,0.000838534
253,89507.9,0.97768,1.76619,0.65601,1.20458,0.92604,0.99432,0.98331,0.81388,0.92604,0.99432,0.98331,0.70539,0.68186,1.36101,3.30307,0.99093,0.000835234,0.000835234,0.000835234
254,89843,0.93569,1.80514,0.64585,1.18774,0.93698,0.9604,0.97849,0.79328,0.93627,0.96058,0.97836,0.68623,0.75296,1.42913,3.1324,1.04105,0.000831933,0.000831933,0.000831933
255,90183.5,0.95282,1.79264,0.63859,1.18201,0.9278,0.97075,0.97757,0.78716,0.9278,0.97075,0.97746,0.67655,0.72393,1.40957,4.36185,1.0251,0.000828632,0.000828632,0.000828632
256,90516.3,0.94388,1.783,0.64754,1.18307,0.92835,0.9881,0.98179,0.8061,0.92835,0.9881,0.98179,0.69894,0.69022,1.34669,3.54369,0.99873,0.000825332,0.000825332,0.000825332
257,90874.9,0.93609,1.75798,0.63417,1.18542,0.94693,0.97536,0.98613,0.80795,0.94693,0.97536,0.98666,0.70666,0.70357,1.37095,3.30178,1.00579,0.000822031,0.000822031,0.000822031
258,91213,0.90042,1.74742,0.6186,1.17082,0.94061,0.98883,0.98385,0.81475,0.94061,0.98883,0.98385,0.69711,0.67352,1.33473,3.2265,0.98785,0.00081873,0.00081873,0.00081873
259,91555.3,0.93363,1.81029,0.63177,1.17578,0.94075,0.9821,0.98289,0.82012,0.94075,0.9821,0.98289,0.71422,0.67156,1.32883,3.76772,0.9811,0.00081543,0.00081543,0.00081543
